,Date,,Message,Code,Parameter_From,Parameter_To
16277,12/5/18 20:34,3,Error Message: Stop before the waster eject is Cancel,70,0,
16278,12/5/18 20:34,3,Error Message: Defect detection: Side1 miss-crimp (CFM) is Occurred,81,1,
16279,12/5/18 20:34,3,Error Message: Defect detection: Side1 miss-crimp (CFM) is Cancel,81,0,
16280,12/5/18 20:34,3,Error Message: Stop before the waster eject is Occurred,70,1,
16281,12/5/18 20:34,3,Error Message: Defect detection: Side1 miss-crimp (CFM) is Occurred,81,1,
16282,12/5/18 20:34,3,Error Message: Stop before the waster eject is Cancel,70,0,
16283,12/5/18 20:34,3,Error Message: Defect detection: Side1 miss-crimp (CFM) is Cancel,81,0,
16284,12/5/18 20:34,3,Error Message: Stop before the waster eject is Occurred,70,1,
16285,12/5/18 20:34,3,Error Message: Defect detection: Side1 miss-crimp (CFM) is Occurred,81,1,
16286,12/5/18 20:34,3,Error Message: Stop before the waster eject is Cancel,70,0,
16287,12/5/18 20:34,3,Error Message: Defect detection: Side1 miss-crimp (CFM) is Cancel,81,0,
16288,12/5/18 20:36,3,Error Message: Stop before the waster eject is Occurred,70,1,
16289,12/5/18 20:36,3,Error Message: Stop before the waster eject is Cancel,70,0,
16290,12/5/18 20:36,3,Error Message: Wire overload is Occurred,27,1,
16291,12/5/18 20:36,3,Error Message: Wire overload is Cancel,27,0,
16292,12/5/18 20:37,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16293,12/5/18 20:37,3,Error Message: Stop before the waster eject is Occurred,70,1,
16294,12/5/18 20:37,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16295,12/5/18 20:37,3,Error Message: Stop before the waster eject is Cancel,70,0,
16296,12/5/18 20:37,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16297,12/5/18 20:37,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16298,12/5/18 20:37,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16299,12/5/18 20:37,3,Error Message: Feed roller is opened is Occurred,114,1,
16300,12/5/18 20:37,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16301,12/5/18 20:37,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16302,12/5/18 20:37,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16303,12/5/18 20:37,3,Error Message: Feed roller is opened is Cancel,114,0,
16304,12/5/18 20:37,3,Error Message: Stop before the waster eject is Occurred,70,1,
16305,12/5/18 20:37,3,Error Message: Stop before the waster eject is Cancel,70,0,
16306,12/5/18 20:40,3,Error Message: Wire joint is Occurred,28,1,
16307,12/5/18 20:40,3,Error Message: Wire joint is Cancel,28,0,
16308,12/5/18 20:40,3,Error Message: Stop before the waster eject is Occurred,70,1,
16309,12/5/18 20:40,3,Error Message: Stop before the waster eject is Cancel,70,0,
16310,12/5/18 20:42,1,Work Data Change: Crimp Position 2 is from 10.0 to 9.8,1281,10,9.8
16311,12/5/18 20:42,1,Work Data Change: Strip Length 2 is from 3.6 to 3.5,769,3.6,3.5
16312,12/5/18 20:47,2,Button Change: NORMAL is to OFF,257,0,
16313,12/5/18 20:47,2,Button Change: EJECT is to ON,258,1,
16314,12/5/18 20:52,1,Work Data Change: Wire Length is from 1130 to 1118,257,1130,1118
16315,12/5/18 20:52,2,Button Change: SAMPLE is to ON,261,1,
16316,12/5/18 20:52,2,Button Change: EJECT is to OFF,258,0,
16317,12/5/18 20:52,2,Button Change: NORMAL is to ON,257,1,
16318,12/5/18 20:52,2,Button Change: SAMPLE is to OFF,261,0,
16319,12/5/18 20:53,3,Error Message: Side 1 terminal overload is Occurred,46,1,
16320,12/5/18 20:55,3,Error Message: Side 1 terminal overload is Cancel,46,0,
16321,12/5/18 20:58,3,Error Message: Defect detection: Side1 miss-crimp (CFM) is Occurred,81,1,
16322,12/5/18 20:58,3,Error Message: Defect detection: Side1 miss-crimp (CFM) is Cancel,81,0,
16323,12/5/18 20:58,3,Error Message: Stop before the waster eject is Occurred,70,1,
16324,12/5/18 20:58,3,Error Message: Stop before the waster eject is Cancel,70,0,
16325,12/5/18 20:58,3,Error Message: Defect detection: Side1 miss-crimp (CFM) is Occurred,81,1,
16326,12/5/18 20:58,3,Error Message: Defect detection: Side1 miss-crimp (CFM) is Cancel,81,0,
16327,12/5/18 20:58,3,Error Message: Stop before the waster eject is Occurred,70,1,
16328,12/5/18 20:58,3,Error Message: Stop before the waster eject is Cancel,70,0,
16329,12/5/18 21:05,10,Bank Load: Bank change into 615,615,,
16330,12/5/18 21:06,2,Button Change: Crimp 1 Switch is to OFF,1281,0,
16331,12/5/18 21:06,2,Button Change: Crimp 2 Switch is to OFF,1282,0,
16332,12/5/18 21:06,2,Button Change: Detection status of crimp error 1 is to OFF,2575,0,
16333,12/5/18 21:06,2,Button Change: Detection status of no terminal 1 is to OFF,2577,0,
16334,12/5/18 21:06,2,Button Change: Detection status of terminal overload 1 is to OFF,2579,0,
16335,12/5/18 21:06,2,Button Change: Crimp 1 is to OFF,770,0,
16336,12/5/18 21:06,2,Button Change: Seal 1 is to OFF,771,0,
16337,12/5/18 21:06,2,Button Change: Detection status of crimp error 2 is to OFF,2576,0,
16338,12/5/18 21:06,2,Button Change: Detection status of no terminal 2 is to OFF,2578,0,
16339,12/5/18 21:06,2,Button Change: Detection status of terminal overload 2 is to OFF,2580,0,
16340,12/5/18 21:06,2,Button Change: Crimp 2 is to OFF,1026,0,
16341,12/5/18 21:06,2,Button Change: Detection status of no seal 1 is to OFF,2581,0,
16342,12/5/18 21:06,2,Button Change: Detection status of seal insert error 1 is to OFF,2583,0,
16343,12/5/18 21:06,1,Work Data Change: Wire Length is from 1118 to 442,257,1118,442
16344,12/5/18 21:06,1,Work Data Change: Strip Depth (Open length) is from 0.50 to 0.40,515,0.5,0.4
16345,12/5/18 21:06,1,Work Data Change: Strip Length 1 is from 3.9 to 6.5,513,3.9,6.5
16346,12/5/18 21:06,1,Work Data Change: Strip Length 2 is from 3.5 to 10.0,769,3.5,10
16347,12/5/18 21:06,1,Work Data Change: Crimp Position 1 is from 9.6 to 10.0,1025,9.6,10
16348,12/5/18 21:06,1,Work Data Change: Crimp Height 1 is from 0.32 to 1.50,1026,0.32,1.5
16349,12/5/18 21:06,1,Work Data Change: Crimp Height 2 is from 1.20 to 1.50,1282,1.2,1.5
16350,12/5/18 21:06,1,Work Data Change: Crimp Position 2 is from 9.8 to 10.0,1281,9.8,10
16351,12/5/18 21:06,1,Work Data Change: Seal 1 Insert Length is from 6.3 to 0.0,1537,6.3,0
16352,12/5/18 21:06,1,Work Data Change: Seal 1 Insert Back Length is from 1.0 to 0.0,1538,1,0
16353,12/5/18 21:07,10,Bank Load: Bank change into 322,322,,
16354,12/5/18 21:07,1,Work Data Change: Wire Length is from 442 to 1170,257,442,1170
16355,12/5/18 21:07,3,Error Message: Wire joint is Occurred,28,1,
16356,12/5/18 21:07,3,Error Message: Wire joint is Cancel,28,0,
16357,12/5/18 21:07,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16358,12/5/18 21:07,3,Error Message: Feed roller is opened is Occurred,114,1,
16359,12/5/18 21:07,3,Error Message: Under switching selector is Occurred,35,1,
16360,12/5/18 21:08,3,Error Message: Under switching selector is Cancel,35,0,
16361,12/5/18 21:08,3,Error Message: Feed roller is opened is Cancel,114,0,
16362,12/5/18 21:08,3,Error Message: Feed roller is opened is Occurred,114,1,
16363,12/5/18 21:08,3,Error Message: Feed roller is opened is Cancel,114,0,
16364,12/5/18 21:09,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16365,12/5/18 21:09,3,Error Message: Stop before the waster eject is Occurred,70,1,
16366,12/5/18 21:09,3,Error Message: Stop before the waster eject is Cancel,70,0,
16367,12/5/18 21:09,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16368,12/5/18 21:09,3,Error Message: Stop before the waster eject is Occurred,70,1,
16369,12/5/18 21:09,3,Error Message: Feed roller is opened is Occurred,114,1,
16370,12/5/18 21:10,3,Error Message: Under switching selector is Occurred,35,1,
16371,12/5/18 21:10,3,Error Message: Under switching selector is Cancel,35,0,
16372,12/5/18 21:10,3,Error Message: Feed roller is opened is Cancel,114,0,
16373,12/5/18 21:10,3,Error Message: Feed roller is opened is Occurred,114,1,
16374,12/5/18 21:10,3,Error Message: Feed roller is opened is Cancel,114,0,
16375,12/5/18 21:10,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16376,12/5/18 21:10,3,Error Message: Stop before the waster eject is Cancel,70,0,
16377,12/5/18 21:10,3,Error Message: Swing cover is opened is Occurred,86,1,
16378,12/5/18 21:10,3,Error Message: Swing cover is opened is Cancel,86,0,
16379,12/5/18 21:10,3,Error Message: Swing cover is opened is Occurred,86,1,
16380,12/5/18 21:10,3,Error Message: Swing cover is opened is Cancel,86,0,
16381,12/5/18 21:10,3,Error Message: Swing cover is opened is Occurred,86,1,
16382,12/5/18 21:10,3,Error Message: Swing cover is opened is Cancel,86,0,
16383,12/5/18 21:10,3,Error Message: Swing cover is opened is Occurred,86,1,
16384,12/5/18 21:10,3,Error Message: Swing cover is opened is Cancel,86,0,
16385,12/5/18 21:10,3,Error Message: Swing cover is opened is Occurred,86,1,
16386,12/5/18 21:10,3,Error Message: Swing cover is opened is Cancel,86,0,
16387,12/5/18 21:10,3,Error Message: Swing cover is opened is Occurred,86,1,
16388,12/5/18 21:10,3,Error Message: Swing cover is opened is Cancel,86,0,
16389,12/5/18 21:12,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16390,12/5/18 21:12,3,Error Message: Stop before the waster eject is Occurred,70,1,
16391,12/5/18 21:12,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16392,12/5/18 21:12,3,Error Message: Stop before the waster eject is Cancel,70,0,
16393,12/5/18 21:13,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16394,12/5/18 21:13,3,Error Message: Stop before the waster eject is Occurred,70,1,
16395,12/5/18 21:13,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16396,12/5/18 21:13,3,Error Message: Stop before the waster eject is Cancel,70,0,
16397,12/5/18 21:14,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16398,12/5/18 21:14,3,Error Message: Stop before the waster eject is Occurred,70,1,
16399,12/5/18 21:14,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16400,12/5/18 21:14,3,Error Message: Stop before the waster eject is Cancel,70,0,
16401,12/5/18 21:20,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16402,12/5/18 21:20,3,Error Message: Stop before the waster eject is Occurred,70,1,
16403,12/5/18 21:20,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16404,12/5/18 21:20,3,Error Message: Stop before the waster eject is Cancel,70,0,
16405,12/5/18 21:20,3,Error Message: Wire overload is Occurred,27,1,
16406,12/5/18 21:21,3,Error Message: Feed roller is opened is Occurred,114,1,
16407,12/5/18 21:23,3,Error Message: Wire overload is Cancel,27,0,
16408,12/5/18 21:23,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16409,12/5/18 21:23,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16410,12/5/18 21:23,3,Error Message: Feed roller is opened is Cancel,114,0,
16411,12/5/18 21:23,3,Error Message: Wire overload is Occurred,27,1,
16412,12/5/18 21:23,3,Error Message: Stop before the waster eject is Occurred,70,1,
16413,12/5/18 21:23,3,Error Message: Wire overload is Cancel,27,0,
16414,12/5/18 21:23,3,Error Message: Stop before the waster eject is Cancel,70,0,
16415,12/5/18 21:23,3,Error Message: Stop before the waster eject is Occurred,70,1,
16416,12/5/18 21:23,3,Error Message: Stop before the waster eject is Cancel,70,0,
16417,12/5/18 21:25,3,Error Message: Wire overload is Occurred,27,1,
16418,12/5/18 21:26,3,Error Message: Wire overload is Cancel,27,0,
16419,12/5/18 21:26,3,Error Message: Wire overload is Occurred,27,1,
16420,12/5/18 21:26,3,Error Message: Stop before the waster eject is Occurred,70,1,
16421,12/5/18 21:26,3,Error Message: Wire overload is Cancel,27,0,
16422,12/5/18 21:26,3,Error Message: Stop before the waster eject is Cancel,70,0,
16423,12/5/18 21:26,3,Error Message: Stop before the waster eject is Occurred,70,1,
16424,12/5/18 21:26,3,Error Message: Stop before the waster eject is Cancel,70,0,
16425,12/5/18 21:27,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16426,12/5/18 21:27,3,Error Message: Stop before the waster eject is Occurred,70,1,
16427,12/5/18 21:27,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16428,12/5/18 21:27,3,Error Message: Stop before the waster eject is Cancel,70,0,
16429,12/5/18 21:30,3,Error Message: Feed roller is opened is Occurred,114,1,
16430,12/5/18 21:30,3,Error Message: Feed roller is opened is Cancel,114,0,
16431,12/5/18 21:31,1,Work Data Change: Wire Length is from 1170 to 445,257,1170,445
16432,12/5/18 21:31,2,Button Change: NORMAL is to OFF,257,0,
16433,12/5/18 21:31,2,Button Change: TEST is to ON,259,1,
16434,12/5/18 21:31,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16435,12/5/18 21:31,3,Error Message: Stop before the waster eject is Occurred,70,1,
16436,12/5/18 21:31,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16437,12/5/18 21:31,3,Error Message: Stop before the waster eject is Cancel,70,0,
16438,12/5/18 21:31,3,Error Message: Feed roller is opened is Occurred,114,1,
16439,12/5/18 21:31,3,Error Message: Feed roller is opened is Cancel,114,0,
16440,12/5/18 21:31,3,Error Message: Stop before the waster eject is Occurred,70,1,
16441,12/5/18 21:31,3,Error Message: Stop before the waster eject is Cancel,70,0,
16442,12/5/18 21:32,2,Button Change: NORMAL is to ON,257,1,
16443,12/5/18 21:32,2,Button Change: TEST is to OFF,259,0,
16444,12/5/18 21:32,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16445,12/5/18 21:32,3,Error Message: Stop before the waster eject is Occurred,70,1,
16446,12/5/18 21:32,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16447,12/5/18 21:32,3,Error Message: Stop before the waster eject is Cancel,70,0,
16448,12/5/18 21:33,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16449,12/5/18 21:33,3,Error Message: Stop before the waster eject is Occurred,70,1,
16450,12/5/18 21:33,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16451,12/5/18 21:33,3,Error Message: Stop before the waster eject is Cancel,70,0,
16452,12/5/18 21:33,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16453,12/5/18 21:33,3,Error Message: Stop before the waster eject is Occurred,70,1,
16454,12/5/18 21:33,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16455,12/5/18 21:33,3,Error Message: Stop before the waster eject is Cancel,70,0,
16456,12/5/18 21:33,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16457,12/5/18 21:33,3,Error Message: Stop before the waster eject is Occurred,70,1,
16458,12/5/18 21:33,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16459,12/5/18 21:33,3,Error Message: Stop before the waster eject is Cancel,70,0,
16460,12/5/18 21:35,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16461,12/5/18 21:35,3,Error Message: Stop before the waster eject is Occurred,70,1,
16462,12/5/18 21:35,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16463,12/5/18 21:35,3,Error Message: Stop before the waster eject is Cancel,70,0,
16464,12/5/18 21:35,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16465,12/5/18 21:35,3,Error Message: Stop before the waster eject is Occurred,70,1,
16466,12/5/18 21:35,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16467,12/5/18 21:35,3,Error Message: Stop before the waster eject is Cancel,70,0,
16468,12/5/18 21:36,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16469,12/5/18 21:36,3,Error Message: Stop before the waster eject is Occurred,70,1,
16470,12/5/18 21:36,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16471,12/5/18 21:36,3,Error Message: Stop before the waster eject is Cancel,70,0,
16472,12/5/18 21:36,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16473,12/5/18 21:36,3,Error Message: Stop before the waster eject is Occurred,70,1,
16474,12/5/18 21:36,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16475,12/5/18 21:36,3,Error Message: Stop before the waster eject is Cancel,70,0,
16476,12/5/18 21:38,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16477,12/5/18 21:38,3,Error Message: Stop before the waster eject is Occurred,70,1,
16478,12/5/18 21:39,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16479,12/5/18 21:39,3,Error Message: Stop before the waster eject is Cancel,70,0,
16480,12/5/18 21:40,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16481,12/5/18 21:40,3,Error Message: Stop before the waster eject is Occurred,70,1,
16482,12/5/18 21:40,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16483,12/5/18 21:40,3,Error Message: Stop before the waster eject is Cancel,70,0,
16484,12/5/18 21:41,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16485,12/5/18 21:41,3,Error Message: Stop before the waster eject is Occurred,70,1,
16486,12/5/18 21:41,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16487,12/5/18 21:41,3,Error Message: Stop before the waster eject is Cancel,70,0,
16488,12/5/18 21:41,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16489,12/5/18 21:41,3,Error Message: Stop before the waster eject is Occurred,70,1,
16490,12/5/18 21:41,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16491,12/5/18 21:41,3,Error Message: Stop before the waster eject is Cancel,70,0,
16492,12/5/18 21:42,3,Error Message: Defect detection: Side 2 miss-strip is Occurred,56,1,
16493,12/5/18 21:42,3,Error Message: Stop before the waster eject is Occurred,70,1,
16494,12/5/18 21:42,3,Error Message: Defect detection: Side 2 miss-strip is Cancel,56,0,
16495,12/5/18 21:42,3,Error Message: Stop before the waster eject is Cancel,70,0,
16496,12/5/18 21:47,3,Error Message: Feed roller is opened is Occurred,114,1,
16497,12/5/18 21:48,3,Error Message: Feed roller is opened is Cancel,114,0,
16498,12/5/18 21:49,10,Bank Load: Bank change into 1791,1791,,
16499,12/5/18 21:49,1,Work Data Change: Wire Length is from 445 to 100,257,445,100
16500,12/5/18 21:49,1,Work Data Change: Strip Length 1 is from 6.5 to 0.0,513,6.5,0
16501,12/5/18 21:49,1,Work Data Change: Strip Depth (Open length) is from 0.40 to 1.00,515,0.4,1
16502,12/5/18 21:49,1,Work Data Change: Strip Length 2 is from 10.0 to 0.0,769,10,0
16503,12/5/18 21:49,2,Button Change: Detection status of strip error 1 is to OFF,2573,0,
16504,12/5/18 21:49,2,Button Change: Detection status of strip error 2 is to OFF,2574,0,
16505,12/5/18 21:49,2,Button Change: Strip 1 is to OFF,769,0,
16506,12/5/18 21:49,2,Button Change: Strip 2 is to OFF,1025,0,
16507,12/5/18 21:51,10,Bank Load: Bank change into 1785,1785,,
16508,12/5/18 21:51,2,Button Change: Strip 1 is to ON,769,1,
16509,12/5/18 21:51,2,Button Change: Crimp 1 is to ON,770,1,
16510,12/5/18 21:51,2,Button Change: Seal 1 is to ON,771,1,
16511,12/5/18 21:51,2,Button Change: Detection status of no seal 1 is to ON,2581,1,
16512,12/5/18 21:51,2,Button Change: Detection status of seal insert error 1 is to ON,2583,1,
16513,12/5/18 21:51,2,Button Change: Strip 2 is to ON,1025,1,
16514,12/5/18 21:51,2,Button Change: Crimp 2 is to ON,1026,1,
16515,12/5/18 21:51,1,Work Data Change: Wire Length is from 100 to 1118,257,100,1118
16516,12/5/18 21:51,1,Work Data Change: Strip Length 1 is from 0.0 to 3.9,513,0,3.9
16517,12/5/18 21:51,2,Button Change: Detection status of strip error 1 is to ON,2573,1,
16518,12/5/18 21:51,1,Work Data Change: Strip Depth (Open length) is from 1.00 to 0.50,515,1,0.5
16519,12/5/18 21:51,1,Work Data Change: Strip Length 2 is from 0.0 to 3.5,769,0,3.5
16520,12/5/18 21:51,1,Work Data Change: Crimp Position 1 is from 10.0 to 9.6,1025,10,9.6
16521,12/5/18 21:51,2,Button Change: Detection status of strip error 2 is to ON,2574,1,
16522,12/5/18 21:51,1,Work Data Change: Crimp Height 1 is from 1.50 to 0.32,1026,1.5,0.32
16523,12/5/18 21:51,1,Work Data Change: Crimp Position 2 is from 10.0 to 9.8,1281,10,9.8
16524,12/5/18 21:51,1,Work Data Change: Seal 1 Insert Length is from 0.0 to 6.3,1537,0,6.3
16525,12/5/18 21:51,1,Work Data Change: Seal 1 Insert Back Length is from 0.0 to 1.0,1538,0,1
16526,12/5/18 21:51,1,Work Data Change: Crimp Height 2 is from 1.50 to 1.20,1282,1.5,1.2
16527,12/5/18 21:52,1,Work Data Change: Wire Length is from 1118 to 1122,257,1118,1122
16528,12/5/18 21:52,2,Button Change: NORMAL is to OFF,257,0,
16529,12/5/18 21:52,2,Button Change: SAMPLE is to ON,261,1,
16530,12/5/18 21:52,2,Button Change: Crimp 1 Switch is to ON,1281,1,
16531,12/5/18 21:52,2,Button Change: Detection status of crimp error 1 is to ON,2575,1,
16532,12/5/18 21:52,2,Button Change: Detection status of no terminal 1 is to ON,2577,1,
16533,12/5/18 21:52,2,Button Change: Detection status of terminal overload 1 is to ON,2579,1,
16534,12/5/18 21:52,2,Button Change: Crimp 2 Switch is to ON,1282,1,
16535,12/5/18 21:52,2,Button Change: Detection status of crimp error 2 is to ON,2576,1,
16536,12/5/18 21:52,2,Button Change: Detection status of no terminal 2 is to ON,2578,1,
16537,12/5/18 21:52,2,Button Change: Detection status of terminal overload 2 is to ON,2580,1,
16538,12/5/18 21:52,3,Error Message: Stop before the waster eject is Occurred,70,1,
16539,12/5/18 21:52,3,Error Message: Stop before the waster eject is Cancel,70,0,
16540,12/5/18 21:53,2,Button Change: NORMAL is to ON,257,1,
16541,12/5/18 21:53,2,Button Change: SAMPLE is to OFF,261,0,
16542,12/5/18 21:54,3,Error Message: Miss air-transfer: Side 1 seal is Occurred,50,1,
16543,12/5/18 21:55,3,Error Message: Miss air-transfer: Side 1 seal is Cancel,50,0,
16544,12/5/18 21:55,3,Error Message: Emergency Stop is Occurred,21,1,
16545,12/5/18 21:55,3,Error Message: Emergency Stop is Cancel,21,0,
16546,12/5/18 21:55,3,Error Message: Defect detection: Side 1 seal miss-insert is Occurred,48,1,
16547,12/5/18 21:55,3,Error Message: Defect detection: Side 1 seal miss-insert is Cancel,48,0,
16548,12/5/18 21:55,3,Error Message: Stop before the waster eject is Occurred,70,1,
16549,12/5/18 21:55,3,Error Message: Stop before the waster eject is Cancel,70,0,
16550,12/5/18 21:56,3,Error Message: Side 1 No seal is Occurred,47,1,
16551,12/5/18 21:57,3,Error Message: Side 1 No seal is Cancel,47,0,
16552,12/5/18 21:57,3,Error Message: Emergency Stop is Occurred,21,1,
16553,12/5/18 21:57,3,Error Message: Emergency Stop is Cancel,21,0,
16554,12/5/18 21:58,3,Error Message: Side 1 No seal is Occurred,47,1,
16555,12/5/18 21:58,3,Error Message: Side 1 No seal is Cancel,47,0,
16556,12/5/18 21:58,3,Error Message: Emergency Stop is Occurred,21,1,
16557,12/5/18 21:58,3,Error Message: Emergency Stop is Cancel,21,0,
16558,12/5/18 22:02,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16559,12/5/18 22:02,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16560,12/5/18 22:02,3,Error Message: Stop before the waster eject is Occurred,70,1,
16561,12/5/18 22:02,3,Error Message: Stop before the waster eject is Cancel,70,0,
16562,12/5/18 22:03,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16563,12/5/18 22:03,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16564,12/5/18 22:03,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16565,12/5/18 22:03,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16566,12/5/18 22:03,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16567,12/5/18 22:03,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16568,12/5/18 22:03,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16569,12/5/18 22:03,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16570,12/5/18 22:03,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16571,12/5/18 22:03,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16572,12/5/18 22:04,3,Error Message: Stop before the waster eject is Occurred,70,1,
16573,12/5/18 22:04,3,Error Message: Stop before the waster eject is Cancel,70,0,
16574,12/5/18 22:04,3,Error Message: Side 1 No seal is Occurred,47,1,
16575,12/5/18 22:04,3,Error Message: Side 1 No seal is Cancel,47,0,
16576,12/5/18 22:04,3,Error Message: Emergency Stop is Occurred,21,1,
16577,12/5/18 22:05,3,Error Message: Emergency Stop is Cancel,21,0,
16578,12/5/18 22:15,1,Work Data Change: Wire Length is from 1122 to 1137,257,1122,1137
16579,12/5/18 22:17,2,Button Change: NORMAL is to OFF,257,0,
16580,12/5/18 22:17,2,Button Change: EJECT is to ON,258,1,
16581,12/5/18 22:26,1,Work Data Change: Wire Length is from 1137 to 1118,257,1137,1118
16582,12/5/18 22:26,2,Button Change: NORMAL is to ON,257,1,
16583,12/5/18 22:26,2,Button Change: EJECT is to OFF,258,0,
16584,12/5/18 22:26,3,Error Message: Wire joint is Occurred,28,1,
16585,12/5/18 22:26,3,Error Message: Wire joint is Cancel,28,0,
16586,12/5/18 22:26,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16587,12/5/18 22:26,3,Error Message: Feed roller is opened is Occurred,114,1,
16588,12/5/18 22:26,3,Error Message: Under switching selector is Occurred,35,1,
16589,12/5/18 22:27,3,Error Message: Under switching selector is Cancel,35,0,
16590,12/5/18 22:27,3,Error Message: Feed roller is opened is Cancel,114,0,
16591,12/5/18 22:27,3,Error Message: Feed roller is opened is Occurred,114,1,
16592,12/5/18 22:27,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16593,12/5/18 22:27,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16594,12/5/18 22:27,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16595,12/5/18 22:27,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16596,12/5/18 22:27,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16597,12/5/18 22:27,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16598,12/5/18 22:27,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16599,12/5/18 22:27,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16600,12/5/18 22:27,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16601,12/5/18 22:27,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16602,12/5/18 22:28,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16603,12/5/18 22:28,3,Error Message: Abnormal feed deflection is Occurred,32,1,
16604,12/5/18 22:28,3,Error Message: Abnormal feed deflection is Cancel,32,0,
16605,12/5/18 22:28,3,Error Message: Feed roller is opened is Cancel,114,0,
16606,12/5/18 22:28,3,Error Message: Feed roller is opened is Occurred,114,1,
16607,12/5/18 22:28,3,Error Message: Feed roller is opened is Cancel,114,0,
16608,12/5/18 22:28,2,Button Change: NORMAL is to OFF,257,0,
16609,12/5/18 22:28,2,Button Change: SAMPLE is to ON,261,1,
16610,12/5/18 22:28,3,Error Message: Stop before the waster eject is Occurred,70,1,
